"id","Strain 1","Strain 2","Strain 3"
10127410003,"Moonrise","Hurkle ","Granddaddy purple"
10127176525,"Bubba Kush","Blur Cheese","Sour Diesel"
10124348626,"Sour Diesel","Headband","Gorilla Glue"
10994127240,"Lambs bread","Sour diesel ","Captains cake"
10585127234,"707 truthband","Cookies n cream","Kosher kush"
10291978182,"Sour diesel","Blue dream","God green crack"
10278530046,"Dosido","Melt Down ","Lemon Meringue "
10231320543,"Blue Dream","XJ 13","Fire OG"
10229490194,"Bhudda","Mountain Berry ","Gorilla Glue "
10226660268,"HYDRO","CHRONIC","KUSH"
10193163013,"Dr. Who","Cherrie Pie","Blueberry Kush"
10192552732,"Sativa","Indica","Na"
10178911098,"Grand dad cush","Bruce banner","Blue dream"
10171829091,"Not sure yet","See above","See above "
10144788354," Northern Lights","Grand Daddy Purple","Pennywise"
10143785163,"Master Kush","cookie pebbles","Afghani"
10142645727,"GG#4","Melodious Funk x Jack","Girl Scout Cookies"
10142620624,"Platinum bubba kush ","Banana kush ","Blueberry "
10142598571,"Tangerine Haze","GG#4","Bruce Banner"
10127868126,"Black d.o.g.","Scotts o.g.",""
10127781066,"OGKB","GSC","Dark Matter"
10127220039,"Lemon kush","Blue cheese ","Og kush"
10127190570,"Purple Lamborghini ","Lemon meringue ",""
10127156848,"GSC","Grape God","Facewreck"
10125565226,"Rainmaker","Mandarin Orange Chicken","Durban Poisin"
10114997094,"Stardawg","Lemon skunk","Gorrila glue 4"
10113867776,"Cookies and cream ","Jillybean","Sour diesel "
10617990640,"Platinum Kush","Gorilla Glue 4","Stardawg"
10498671034,"Blue Dream","White Widow","Forbidden Fruit"
10492240590,"Cbd","",""
10389819413,"Sativa","Indica",""
10307513076,"unknown","",""
10248976030,"Bubble Gum","Hemlock","Hash"
10235672888,"no preference","no preference","no preference"
10235316686,"Northern Lights","White Widow","Resinous Maximus"
10233407885,"canntrust cbd oil","hydropothicary thc elixer spray","tweed strangelove "
10230171943,"Indica","Indica","Indica"
10230167859,"Sativa","Not sure","Not sure"
10230162539,"Red Congolese","Gorilla Glue","Green Goddess"
10203397138,"gg#4","durbin poison","sweet tooth"
10192638212,"Dr. White","Dawg Biscuit","OG Kush"
10166619682,"CBD/THC 1-1","",""
10166087981,"Sour diesel","Blue dream","White widow"
10145264541,"Bruce Banner","CBD","GG4"
10142729007,"GG#4","Sweat Tooth","Bruce Banner"
10138105716,"Swamp Thing #7","Herijuana","Blue Sunshine"
10131117879,"Shark Shock and ALL HIGH CBD STRAINS ","AC/DC","Granddaddy Purple"
10129272619,"Chuck OG","Dakini Kush","Captain's Cake"
10127716333,"Chuck og","Sour disel","Flow"
10390735914,"Gorilla glue","Blue dream","Chem dog"
10338548186,"Buddhas sister ","Tangi","Gg"
10280513706,"Meltdown ","Blueberry","Diesel Dough "
10246062891,"Sour D","Pineapple Trainwreck","Green Crack"
10240742122,"Pelham kush","Ba ba kush",""
10233709696,"Harmony rose","Tsunami trainwreck ",""
10229570791,"gg","og kush","gsc"
10217376832,"Lemon meringue ","Star dawg","Sundae driver"
10192810731,"Northern Lights","Girl Scout Cookies","Strawberry Kush"
10176250797,"Sour diesel","Girl scout cookies","Any OG"
10153928489,"Durban Poison","Girl Scout Cookies","Tangie Kush"
10152934544,"I dont have a favorite","",""
10140183753,"Strawberry cough/// mood enhancer","Train wreck /// pain relief","Grape ape /// sleep aide"
10137921188,"Snow Lotus","Super Skunk","Mandarin Dreams Stormtrooper #2"
10133294854,"Las Vegas bubba kush","Road kill skunk ","Bio Diesel"
10132648660,"Ghost Train Haze ","Blue Dream","Facewreck"
10131801703,"GSC","GG#4","Medicine Man"
10131537121,"Boodah sister","Sweet tooth","Lee Roy"
10131305406,"Light Saber","Bubba Kush","Scott's OG"
10129673001,"Lemon Jeffery","Lavendar Clemintine","Sacaria"
10123305896,"Blue Dream","99 Cindrella","Allion"
