"id","Smoke flower","Vape flower","Vape cartridges","Edibles (e.g. gummies, chocolate, lozenges, beverages, cooking oils, etc.)","Concentrates (e.g. rosin, shatter, wax, hash, kief)","Tinctures","Salves/topicals","Transdermal patches","Suppositories","Capsules"
10858082192,"","","","","","","","","",""
10856437127,"","","","I don't know how much I use per week","","","","","",""
10855896441,"","","","","","","","","",""
10849354793,"","","","201- 500 mg","","","","","",""
10849214021,"","","","","","","","","",""
10849063157,"","","","","","","","","",""
10848742483,"","","","101-200 mg","","","","","",""
10847305299,"","","","","","","","","",""
10847172551,"","","","6-25 mg","","","","51-100 mg","","6-25 mg"
10847009623,"","","","","","","","","",""
10846990356,"","","","None","","","","","",""
10844578211,"","","","I don't know how much I use per week","","","","","",""
10844298162,"","","","I don't know how much I use per week","","","","","","I don't know how much I use per week"
10843917537,"","","","","","","","","","501-1000 mg"
10843856498,"","","","None","","","","","",""
10843816117,"","","","5 mg","","","","","",""
10843803790,"","","","","","","","","",""
10843797483,"","","","201- 500 mg","","","","","","26-50 mg"
10840899449,"","","","101-200 mg","","","","","",""
10837706698,"","","","","","","","","","101-200 mg"
10836382971,"","","","I don't know how much I use per week","","","","","",""
10835384840,"","","","","","","","","","I don't know how much I use per week"
10834379529,"","","","","","","","","",""
10834149798,"","","","","","","","","",""
10833790283,"","","","I don't know how much I use per week","","","","","",""
10833722328,"","","","I don't know how much I use per week","","","","","",""
10832963325,"","","","201- 500 mg","","","","","",""
10832732691,"","","","","","","","","",""
10832206360,"","","","","","","","","",""
10832200410,"","","","51-100 mg","","","","","",""
10832191551,"","","","6-25 mg","","","","","",""
10832133946,"","","","I don't know how much I use per week","","","","","",""
10832123166,"","","","None","","","","None","None","None"
10831181023,"","","","","","","","","",""
10808168894,"","","","","","","","","",""
10756966241,"","","","","","","","","",""
10709051382,"","","","51-100 mg","","","","","",""
10688508584,"","","","101-200 mg","","","","","",""
10685325930,"","","","I don't know how much I use per week","","","","","",""
10685117930,"","","","101-200 mg","","","","","",""
10677560387,"","","","","","","","","",""
10675303210,"","","","501-1000 mg","","","","","",""
10668361624,"","","","","","","","","",""
10668312322,"","","","","","","","","",""
10668135000,"","","","","","","","","",""
10665891738,"","","","","","","","","","6-25 mg"
10661330404,"","","","","","","","","",""
10658741910,"","","","","","","","","",""
10648772348,"","","","1000+ mg","","","","","","501-1000 mg"
10622925288,"","","","","","","","","",""
10614375447,"","","","I don't know how much I use per week","","","","","",""
10609850764,"","","","","","","","","",""
10605637047,"","","","I don't know how much I use per week","","","","","",""
10604065323,"","","","6-25 mg","","","","","","51-100 mg"
10598255910,"","","","26-50 mg","","","","","",""
10598122285,"","","","","","","","","",""
10591451425,"","","","","","","","","",""
10583893598,"","","","","","","","","",""
10581447651,"","","","I don't know how much I use per week","","","","","","I don't know how much I use per week"
10578271769,"","","","501-1000 mg","","","","","",""
10575878347,"","","","6-25 mg","","","","","",""
10575849400,"","","","201- 500 mg","","","","","",""
10575282159,"","","","101-200 mg","","","","","",""
10572546454,"","","","","","","","","",""
10569070427,"","","","","","","","","",""
11151215837,"","","","51-100 mg","","","","","",""
10978796014,"","","","","","","","","",""
10965547652,"","","","","","","","","",""
10598807297,"","","","","","","","","",""
10598727391,"","","","","","","","","",""
10583058257,"","","","I don't know how much I use per week","","","","","",""
10579439505,"","","","","","","","","",""
10758288741,"","","","","","","","","",""
10659241585,"","","","6-25 mg","","","","","","6-25 mg"
10598306507,"","","","6-25 mg","","","","","",""
10686658652,"","","","I don't know how much I use per week","","","","","",""
