"id","Strain 1","Strain 2","Strain 3"
10144506582,"pure kush","blue dream",""
10143215809,"Pure CBD","Blue dream","Idk"
10143077190,"Jack Pine","Clementine ","Grapefruit x Chem D"
10143056609,"Serious Happiness","GG #4","Chem Dog"
10142966617,"Northern lights ","Gorilla glue","Killer Queen"
10142697202,"Kush","Haze","CBD-heavy"
10141267339,"I don't know","Can't tell much difference","All the same to me"
10140183753,"Strawberry cough/// mood enhancer","Train wreck /// pain relief","Grape ape /// sleep aide"
10138761669,"Sour Tangie","Citrique ","Double Black Domina"
10138747058,"Blissful Wizard","Trainwreck","Chocolate OG"
10138269829,"Blueberry","Cannatonic","Blue Dream"
10137991954,"Domnesia","Facewreck","ACDC"
10137100957,"Granddaddy purple","Gorilla glue","Walker kush"
10136882264,"Lemon alien","Blue dream","Train wreck"
10135114465,"hybrid","indica",""
10133805034,"lemon jeffrey","Grandpa's Breath","Grape God"
10133562078,"Northern lights","Blue dream ","Green crack"
10133294854,"Las Vegas bubba kush","Road kill skunk ","Bio Diesel"
10131938232,"Gorilla Glue","Bio Diesel","Grandaddy purple"
10131883157,"Indica","Indica","Indica"
10131300085,"Citrus sap ","Chuck og","Bruce Banner 3"
10131268897,"unsure","unsure","unsure"
10131192376,"Granddaddy Purple","Hindu Kush","Mimosa"
10131117879,"Shark Shock and ALL HIGH CBD STRAINS ","AC/DC","Granddaddy Purple"
10130787672,"Bruce Banner","Ghost Train Haze","GSC"
10130042878,"Harlequin ","Tangie","MOB"
10130020477,"Star dawg","GG","The guice"
10129650193,"Tangie","Blueberry pie","Highwayman"
10129433706,"Girl Scout Cookies","GG4","Burnt Cream Pie"
10129349932,"Blue dream ","Jacksons jambo","Grand daddy purple"
10129239299,"Ak47","Chocolope","Big Bud"
10129124458,"Durbin poison","Grape God","Girl Scout cookies"
10128457377,"Blissful Wizard","Durban Poison","Blue Dream"
10128178320,"Tres sister","Lemon jeffery ","Cali kush"
10128026830,"Chemdawg","Wedding cake","Dumpster"
10127999637,"I use CBD OIL","Very small amount of TCH",""
10127959516,"blissful wizard","lemon","gg4"
10127786477,"Gorilla Glue #4","Chuck OG","Grease Monkey"
10127451035,"Gorilla glue","Pineapple Express ","Super lemon haze "
10127389359,"Sweet Pink Grapefruit","Purple Chem","Blue Dream"
10127359614,"Meltdown","Tangie","Peach bliss"
10127249141,"Grape Stomper","Grape God","Blissful Wizard"
10127231694,"Sour Diesel","Wedding Cake",""
10127177091,"Tangie","Chuck OG","Star Dawg"
10127157053,"Orange Harambe","Do So Do #22","Tangie"
10127001678,"Golden Glue","critical Mass","Holy Grail"
10126315016,"Candyland","Green Crack","Trainwreck"
10125413527,"cookies & cream","lower THC strains","lower THC strains"
10124476250,"Tangerine dreams ","Mob ","Jack here"
10124369213,"Jack herer","Ak47",""
10124310683,"Doesnt matter","Doesnt matter","Doesnt matter"
10121675492,"GG4 - Indica","  ChemD","All Indica strains"
10120088047,"gorilla glue","moonshine haze","cookies and cream"
10117867617,"GG4","Blue Dream","Bio Desiel "
10117816882,"Mandarin Dreams","Bullfighter","Girl Scout Cookie"
10117806489,"grape god","lemon jeffrey","gg4"
10117478255,"Cannatonic","Blissful Wizard","Pineapple Express"
10116352346,"Candy Chem","Sugar Black Rose","Banana OG"
10114997094,"Stardawg","Lemon skunk","Gorrila glue 4"
10114212199,"No favorites yet -","",""
10114088770,"GG#4","LVBK","JillyBean"
10113911131,"Lambs bread","Amnesia haze","GG"
10113809878,"THC 5 mg gummies","10mg CBD capsule ",""
10113129257,"Grape God","Lemon Jeffery","Night Nurse"
10104651807,"AK-47","CHOCOLOPE","BIG BUD"
