"id","Strain 1","Strain 2","Strain 3"
10117816882,"Mandarin Dreams","Bullfighter","Girl Scout Cookie"
10117806489,"grape god","lemon jeffrey","gg4"
10117478255,"Cannatonic","Blissful Wizard","Pineapple Express"
10116528519,"Sativa","Indica","Lavender "
10116480749,"Gorilla Glue","Girl Scout Cookies","Flo OG"
10115922114,"Peach Purée","Lemon Jeffery","Blue OG"
10115125310,"THC","CBD",""
10114476888,NA,NA,NA
10114292630,"Night nurse ","Peach puree","Purple haze"
10113458375,"Blue OG","Night Nurse","Dead Head OG"
10113433935,"Grape god","Bio diesel","White widow"
10112212744,"Blue dream","Ak47","French toast"
10105231055,"Gorilla Glue #4 AKA GG #4","Lemon Jeffrey","Las Vegas Bubba Kush"
10104651807,"AK-47","CHOCOLOPE","BIG BUD"
