"id","Strain 1","Strain 2","Strain 3"
10129169941,"Gg#4","Tangerine ","Girl scout cookies"
10129096589,"Cookie Pebbles","Sunset Sherbert","Blueberry Cookies "
10128771503,"Thai landrace","Acapulco Gold","any Hawaiian strain"
10128728196,"Facewreck","Moonrise","Blueberry"
10128711809,"Cinex ","Doobie Bird Daydream","Sour Kosher"
10128457377,"Blissful Wizard","Durban Poison","Blue Dream"
10128374991,"Starwood","Unknown","Vyper"
10128242064,"Biodiesel ","Blue og","Lemon jeffrey"
10128227172,"Cookie pebbles","Roadkill Skunk x Chem","Bubba x Blockhead"
10128186756,"Inica","Indica","Hybrid"
10128178320,"Tres sister","Lemon jeffery ","Cali kush"
10128005337,"peach puree","cookies and cream","lemon merangue"
10127999637,"I use CBD OIL","Very small amount of TCH",""
10127985597,"Pennywise ","Lemon skunk ","Granddaddy purple"
10127868126,"Black d.o.g.","Scotts o.g.",""
10127820444,"Clemintine","Durban poison","Lemon meringue"
10127793457,"black d.o.g.","night nurse","blue dream"
10127786477,"Gorilla Glue #4","Chuck OG","Grease Monkey"
10127716333,"Chuck og","Sour disel","Flow"
10127706116,"Golden Goat","Maui Wowie","Pineapple Express"
10127686715,"Nepali","Chuck OG","Dank Sinatra"
10127657862,"peak","float",""
10127654232,"Me.Clean","Lemon","Highwayman"
10127640409,"GG #4","Sour Diesel","Blueberry Pomegranite"
10127580348,"lemon","",""
10127502019,"Durban Poison","GG#4","Northern Durban"
10127477117,"OGKUSH","GORILLA GLUE","PANAMA RED"
10127475954,"Sour Diesel","Girl Scout Cookies","Night Nurse"
10127463593,"BRUCE BANNER","MIMOSA","TANGERINE HAZE"
10127447594,"Jack Herer ","Durban poison ","Star dawg "
10127441384,"Sour Diesel","Longs Peak Blue","Gorilla Glue "
10127393239,"Mimosa","Clemintine","CBD punch"
10127389359,"Sweet Pink Grapefruit","Purple Chem","Blue Dream"
10127383570,"GDP","Moonrise","Haze"
10127359614,"Meltdown","Tangie","Peach bliss"
10127356809,"Strawberry Cough","Grape God","Joystick"
10127347345,"black mamba","",""
10127346623,"Girl Scout Cookies","Star Cookie #11","Highwayman"
10127339756,"Northern Lights","VYB Boost","Grape God"
10127325380,"Skywalker Kush","Highwayman","White Widow"
10127311385,"Granddaddy Purple","Sour Diesel","3 Chems"
10127300620,"No preference","No preference","No preference"
10127300314,"Gorilla glue","Blue dream","House blend"
10127294443,"Blue dream","Facewreck","Stardawg"
10127256002,".","",""
10127251708,"Jack Herer","Agent orange ","Bootylicious "
10127236538,"C99","Black mamba","Mr clean"
10127231694,"Sour Diesel","Wedding Cake",""
10127222916,"pomegranate blueberry (indica cartridge from Neta) ","OG Kush","chem dog "
10127205976,"Granddaddy Purple ","Blueberry ","Blue Dream "
10127190570,"Purple Lamborghini ","Lemon meringue ",""
10127189561,"Mr clean","Lemon Maringe ","Purple glue"
10127186413,"OMG","Diesel","Indica"
10127180821,"Girl Scout Cookies","Gorilla Glue ","Swap Thing"
10127179828,"Cinderella 99","Sour Diesel","Pineapple Express "
10127178776,"Sativa","",""
10127177091,"Tangie","Chuck OG","Star Dawg"
10127176525,"Bubba Kush","Blur Cheese","Sour Diesel"
10127174778,"Lemon meringue","Grape god","Pure sativa vape"
10127160872,"Face wreck ","Brucebanner","Meltdown "
10127157053,"Orange Harambe","Do So Do #22","Tangie"
10127156717,"Sweet Tooth","GSC","Buddha's Sister"
10127155757,"Chocolope","Gsc ","Blackberry hash"
10127155395,"Acapulco Gold","Blue Dream","Sour Diesel"
10127036495,"Mimosa","Trainwreck","Bubba Kush"
10126818130,"Holy Moly ","GDP","Cheese"
10125692008,"Gorilla Glue","Girl scout cookie ","Holy grail"
10125565226,"Rainmaker","Mandarin Orange Chicken","Durban Poisin"
10125413527,"cookies & cream","lower THC strains","lower THC strains"
10125226319,"Amnesia ","White widow","Cappuccino 420"
10125221446,"Chemdawg 91","Sirius Black","Herijuana"
10125138758,"Jack Herer","Green Crack","Silver Haze"
10124535755,"Fire OG"," Russian Bubble Tea (Friends personal cross)","Pineapple Dream"
10124373549,"Bruce Banner ","OG Kush ","Headband "
10124369637,"Tangerine Kush","Starkiller","Commerce city Kush"
10124369213,"Jack herer","Ak47",""
10124310683,"Doesnt matter","Doesnt matter","Doesnt matter"
10124268487,"Grape God","Lemon Jefrey","No idea"
10124250123,"Buddha sister ","",""
10124243132,"Bruce Banner","3 Chems","Doc Holiday"
10124228506,"GG 4","Girl scout cookie","narnia"
10124217943,"Sour diesel","Chemdog ","Pineapple Express "
10124193021,"Gorilla glue","Gelato","Star cookie"
10123305896,"Blue Dream","99 Cindrella","Allion"
10123037906,"Green crack","Gorilla glue ","Mimosa"
10122454581,"Chem Dawg","GSC","Tangerine Haze"
10121675492,"GG4 - Indica","  ChemD","All Indica strains"
10121028147,"Lemon Jeffrey ","Na","Na"
10120946731,"Bruce Banner","Green Crack","Sunshine daydream"
10120941745,"East Coast Sour Diesel","Gorilla Glue #4","Motorbreath"
10120655061,"Corn bread","Purple train wreck",""
10120576348,"tri wifi","sunshine daydream","gg #4"
10120129559,"Super Silver Haze","Cookies and Cream","Granddaddy Purple"
10120117922,"Moonrise","Grape God","Citrique"
10120114398,"Meltdown","Kt dawg","Lemon meringue "
10120110022,"Lemon Meringue ","Blue Dream","Durban Poison"
10120105927,"Jack Herer","Blue Dream","Grand Daddy Purple"
10120098470,"Moonrise","Do-Si-Do","Sour Kush"
10120091371,"Headband","Haze","Jack Herer"
10120088047,"gorilla glue","moonshine haze","cookies and cream"
10120087322,"Lemon Meringue","Highway Man","Mr Clean"
10120029854,"chocolate cream","",""
10119119506,"Sunset sherbert ","Sour diesel","Phantom cookies"
10119017610,"Don’t know","Don’t know","Don’t know"
10118793194,"star dawg day time ","higwayman day time ","Double Black Domina for sleep "
10118545790,"Grape God","Lemon Jeffrey","Peach Purée "
10118350185,"Bio Diesel","Gorilla glue",""
10117816882,"Mandarin Dreams","Bullfighter","Girl Scout Cookie"
10117806489,"grape god","lemon jeffrey","gg4"
10117478255,"Cannatonic","Blissful Wizard","Pineapple Express"
10116352346,"Candy Chem","Sugar Black Rose","Banana OG"
10115922114,"Peach Purée","Lemon Jeffery","Blue OG"
10115125310,"THC","CBD",""
10114997094,"Stardawg","Lemon skunk","Gorrila glue 4"
10114292630,"Night nurse ","Peach puree","Purple haze"
10114088770,"GG#4","LVBK","JillyBean"
10113911131,"Lambs bread","Amnesia haze","GG"
10113758110,"Bio diesel","Grape crush","Cinderella"
10113721076,"Lemon Jeffery ","Facewreak","Triangle mints "
10113458375,"Blue OG","Night Nurse","Dead Head OG"
10113433935,"Grape god","Bio diesel","White widow"
10113215166,"Lemon Jeffrey ","Double Black Domina ","White Widow"
10113145654,"Northern Lights","Super Silver Haze","Bubba Kush"
10113129257,"Grape God","Lemon Jeffery","Night Nurse"
10113037295,"Sunshine Daydream","Mother of Berries ","Blueberry "
10109468243,"Green crack ","Sapphire kush ","Durban Poison "
10107352967,"Grape God - Bask","Super Lemon Haze ","Purple Haze "
10105231055,"Gorilla Glue #4 AKA GG #4","Lemon Jeffrey","Las Vegas Bubba Kush"
10104860194,"Hshsj","",""
10104651807,"AK-47","CHOCOLOPE","BIG BUD"
10103104157,"Bruce Banner","Citrix ","Buddha’s Sister"
