"id","Strain 1","Strain 2","Strain 3"
10289128872,"Northern lights","Jack herer","Green crack"
10288934828,"Indica","Blueberry","anything Purple"
10288684650,"Master Kush x Skunk","Banana OG","Deep Chunkolate"
10285851934,"Purple Lamborghini","Gorilla Glue","Chem 4"
10282696179,"Not sure - mostly use gummies and tinctures","Not sure","Not Sure"
10281129055,"Hybrid ","Sativa","Indica"
10280619911,"sunset sherbet","mimosa","N/a"
10280513706,"Meltdown ","Blueberry","Diesel Dough "
10278530046,"Dosido","Melt Down ","Lemon Meringue "
10270973993,"clementine ","jack","hawaii spice"
10265706943,"Green crack","X 18","Gelato #33"
10265063063,"Super Lemon Haze","White Rhino","NYC Diesel"
10264278489,"Kush","Ghost train haze","Flo"
10263250071,"3 chems","Dosido #22","Grand daddy purple"
10260585584,"Gdp","Meltdown","Black mumba"
10260573889,"Blue dream","Gdp","The evelyne"
10260504037,"Girl Scout cookie ","Jack Frost ","Cookie and cream "
10256752506,"Blue dream ","Tri wifi","Mimosa"
10256517627,"Flo OG","",""
10256255317,"GOD FATHER OG","CHEMDAWG","ROYAL-BLUEMATIC"
10253887260,"blue dream","purple kush","kush dawg"
10253880474,"Lemon meringue","Citrica","Stardawg"
10253880384,"Sour diesle","Ggg","Tangie"
10250278548,"Sour diesel","Star killer","Chocolate oranges"
10249664681,"Sour Diesel","Green Crack","GG4"
10247538120,"Blue dreams","Skunk og kush","Bubba"
10247119003,"Deep chunkolate","Black triangle kush","Blue dream"
10246614299,"Melodious funk&jack","Mt.tom",""
10246287865,"Lemon ","queen","strawberry pebbles "
10243585697,"Sour disesl","Strawberry fields","Lemon meringue "
10240742122,"Pelham kush","Ba ba kush",""
10240299203,"Not sure what’s in my tincture ","Not sure what’s in my tincture ","Not sure what’s in my tincture "
10235638327,"Indica","Sativa",""
10235412173,"1","",""
10233946587,"Tangerine Haze","Master Kush ","Sweet tooth"
10233496428,"Sin Mint","Cornbread","Sour Diesel"
10233315156,"tcp","",""
10233142044,"White Widow","Cannatonic","Super Lemon Haze"
10232619769,"Sour d ","Chem dawg ","Your mama"
10232561621,"Blue Dream","CBD Punch","Lucky Charm"
10232009660,"Blue dream","Phantom cookies","Jack Harare "
10231654493,"Star cookie","Star killer","Chocolate oranges"
10231320543,"Blue Dream","XJ 13","Fire OG"
10231291558,"Sweet tooth","Jack frost",""
10230407442,"Indica","Sativa ","Nl1"
10230353468,"one to one","indica","pen"
10230249825,"Star Kush","OG Kush","Northern Lights"
10230246660,"CBD:THC","INDICA","SATIVA"
10230225971,"mango crush","I don't remember strains, but I like indica dominant",""
10230119752,"Desert Diesel","Dawg waltz","Meltdown"
10229924394,"?","?","?"
10229782200,"Evelyn","Granddaddy Purple","Blueberry "
10229749100,"Pure Sativa","Pure Indica","Most Hybrids"
10229707932,"Granddaddy Purple Gdp Indica. ","Bubba Kush Bk Indica","Northern Lights Nl Indica"
10229687684,"Cannatonic","Jack Herer","Lemon cello "
10229685334,"northern lights","blueberry","white rhino"
10229670320,"Chocolope","Grape God","CBD"
10229623103,"Gg4","Sweet tooth ","Chem"
10229595919,"CBD","Indica",""
10229590537,"Pineapple Express","Biscotti Kush","Lemon Haze"
10229494604,"Bianca","Mangolicious","Jack Herer"
10229404289,"Lemon skunk ","Lavender","GG"
10229395392,"the","good","stuff"
10229308968,"Banana Kush","Durban Poison","Girl Scout Cookie"
10226660268,"HYDRO","CHRONIC","KUSH"
10225562804,"Northern Lights","Grand Daddy Purp","Chocolate Oranges"
10224212235,"Buddha's  sister","Melodious funk","Sweet tooth"
10223907822,"Sunset sherbert","Gods gift","Mother of berries cbd "
10223638652,"dunno","",""
10221468980,"Blue dream","3 chems","Blueberry"
10220475020,"GG#4","Jack Frost","Facewreck"
10219430081,"Pineapple Express","Bio Diesel","KUSH any type"
10219185284,"Sour diesel","Moonrise","GSC"
10218514481,"Sundae Driver","Blueberry ","GG"
10218215849,"kushberry","grandaddy purple","skywalker kush"
10218173945,"Golden triangle ","Mimosa","Wedding cake"
10217868533,"Gorilla Glue","Blueberry","Haze"
10217376832,"Lemon meringue ","Star dawg","Sundae driver"
10215597692,"Indica-stain unknown","",""
10214065327,"Sour diesel ","Chocolope","Lemon morangue "
10213991849,"all","",""
10213810911,"Sweat tooth","Purple haze ","Anything good"
10213102321,"Cheese","Bio Diesel","Guava D"
10212670183,"Swamp Thing","Granddaddy Purple","Sour Sunset"
10211611510,"lemon meringue ","CBD and 1-1 ",""
10211434776,"chem dawg","chem dawg/cheese","sweet tooth"
10211274731,"Bruce Banner","Sour Sunset","Blueberry"
10211143094,"Sour Diesel","God's Gift","Girl Scout Cookies"
10210916402,"Cannatonic","Critical + 2.0","Jack Herrer"
10210882547,"Black Raspberry","Gorilla Glue","Mimosa"
10210751776,"Gg","3 Chem","Chocolate orange"
10210640265,"gg","chocolate oranges","3 chems"
10210561964,"GG","3 chems","Chocolate orange"
10210067913,"Purple Orange","OG Kush","Sour Diesel"
10208286844,"Black Mamba","Durban Poison",""
10207891021,"Sour Diesel","Chem Dawg","Hindu Kush"
10207729722,"GC #4","Lemon Meringue ","Mr. Clean"
10206473134,"na","na","na"
10205960203,"Sour Diesel","Vyb Boost","Girl Scout Cookies"
10203397138,"gg#4","durbin poison","sweet tooth"
10199505748,"Bangin' Ticket","Sweet Tooth","3D #4"
10198838490,"Trainwreck","Lemoncello","White Lotus"
10198548060,"Blue dream","Gelato","Sky walker"
10196676245,"Yeager","Jack Frost","Moonshine Haxe"
10196553108,"Girl scout cookies","Sour diesel","jet fuel"
10196435492,"Blue Dream","Sweet Tooth","Girl Scout Cookies"
10196363510,"Lemon Jeffrey","Jilly Bean","Mimosa"
10195755785,"white widow","rasberry kush","sensi star"
10194559499,"N/a","",""
10194507000,"Northern lights","Cheese","Grand Daddy Purp"
10194494769,"gg#4","melodious funk x jack","whiterhino x bubba"
10194157007,"Golden Goat","Herijuana","Blueberry"
10192853887,"Jack hearer","Black mambo ","Any haze"
10192575549,"Sour Jack","Diesel",""
10192490652,"Citrix","Bruce Banner","Amnesia Haze"
10192058859,"n/a","n/a","n/a"
10192041422,"Mandarin Jack","GG4","My Own"
10191915115,"Blue dream","Jack herer ","OG Kush "
10191743884,"Blue dragon","Northern lights","Something with a strong body high"
10191634878,"Blue Dream","Girl Scout Cookie ","Gorilla Glue #4"
10191618664,"Blue Dream","Granddaddy purple kush","Sour diesel "
10191616641,"Sour D","Unknown n/a","Unknown n/-"
10191499790,"no idea - I don't have enough knowledge to choose","",""
10191486164,"Cookies and cream ","Buddas sister ","Kush"
10191237902,"sour tangie","sapphire","mandarin cookies"
10190711176,"dont know","",""
10190392230,"girl scout cookies","headband","purple urkel"
10189186912,"Snoop dog","Dutch dragon","Trainwreck"
10188835145,"Skunk ","White widow ","Durban poison"
10188821355,"Diesel","Hazel","Purple"
10188733674,"No idea.","",""
10188650039,"Red headed stranger","Blue dream","Bubba kush"
10188601839,"Girl Scout Cookie","Gorilla Glue","Lemon Meringue"
10188521969,"Have never purchased by strain","",""
10188478016,"Buddha's Sister","Heavenly Haze","Citrix"
10188408371,"Cinderella99","",""
10188255992,"Afghan kush","",""
10187862055,"Northern Lights","Berry Gelato","Shark Shock"
10187571266,"Chem","Blue Dream","Jack"
10187563095,"Green crack","Gorilla glue","OG kush"
10187399811,"Blueberry","OG Kush","Any heavy Indica"
10187293378,"White rhino","Fruity pebble","Strawberry cheesecake"
10186789647,"Tardis #9","Skywalker OG","White Rino"
10186736515,"Sour diesel ","White widow ","Blue dream"
10186281148,"Jack Herer","GSC","Mobsta (a local GSC x Dream Cookie Cake hybrid)"
10186078923,"sour diesel","jack herer","blue cheese"
10185410224,"Trainwreck","OG Kush","Chocolate Oranges"
10184855403,"Mob ","Tangie ","G13"
10184422610,"Afghan","Jedi","Girl Scout"
10183761350,"Roadkill skunk","Lemon jeffrey","Bio diesel"
10182871285,"girl scout cookie","gorilla goo","flo og"
10182158425,"Blue dream ","Kush ",""
10180903610,"strawberry","blueberry","lavendar"
10180666815,"Sour diesel","Purple og","White widow"
10180657381,"blue dream","incense haze","kush"
10180645404,"ACDC","Trainwreck","Hindu Kush"
10180291383,"Northern lights ","GG4","White widow"
10179920502,"Jack Herer","O R Kush","Black Mamba"
10179881172,"Blue dreams","Strawberry haze","Acapulco gold"
10179714310,"candy kush ","gorilla glue 4","purple lamborgini"
10179669534,"Gorilla Glue #4","Afgan Kush","OG Kush"
10179657355,"Tangerine","Pot of Gold","Jack Frost"
10179433467,"Sour Diesel","Kush","Blue Dream"
10179330306,"sativa","hybrid - sativa dominant","gorilla glue"
10179092808,"Blue Mystiq","Raspberry Cough","Super Silver Haze"
10178952613,"sativa strains","sativa dominant hybrid","sativa/indica 50/50 hybrid"
10178911098,"Grand dad cush","Bruce banner","Blue dream"
10178863429,"whatever I can get","whatever I can get","whatever I can get"
10178573973,"pennywise","purple chem","tangerine haze"
10178566386,"N/a","N/a","N/a"
10178504083,"Star pupil","Bruce banner","Grape ape"
10178427378,"Silver Haze","Blue Dream","Bubblegum"
10177861134,"skunk","durban poison","tie stick"
10177087872,"grease monkey #9","chem dog","Star Cookies"
10176933598,"Black Triangle Kush","Buddah's Sister","Cookies and Cream"
10176860687,"Critical mass","Gorrila glue","Double stuff"
10176802981,"Tang Tang Afghani","Lemon Meringue","Cookies and Cream"
10176705221,"gorilla glue 4","lemon jefferies","sour diesel"
10176582087,"Las Vegas Bubba Kush","Girl Scout Cookies","Black Dog"
10176527440,"light saber","grape god","lemon jeffery"
10176318815,"soulmate","buddha's sister","headband"
10176279610,"dont know","dont track","cant recall"
10176250797,"Sour diesel","Girl scout cookies","Any OG"
10176219723,"Just use edibles","",""
10175389238,"Jack any of them","Clementine ",""
10175275460,"sativa","",""
10175028993,"Sweet Tooth","GG #6","Berry Gelato"
10174913763,"Garilla glue","Bio diesel","Black dog"
10174392415,"Night Nurse","French Toast","Bruce Banner"
10174294235,"girl scout cookies","Swamp thing","Flo og"
10174148051,"Sour Diesel","flo","master kush"
10173431235,"home grown","n/a","n/a"
10172671024,"na","na","na"
10172560254,"don'[t know","don'[t know","don'[t know"
10172221711,"Purple dawg","Sour diesel","Haze"
10171907859,"I don't have ","Same ","same"
10171863955,"GSC","LVBK","Dakini Kush"
10171829091,"Not sure yet","See above","See above "
10171770881,"Green Crack","Cookie Pebbles ","Ectocooler "
10171532408,"Unknown","Unknown","Unknown "
10171530553,"Domnesia","Cambodia","Nigeria"
10171522285,"don't have any","all seem the same","not much difference"
10170370957,"Sativa","Indica","Hybrid"
10170264544,"Sour Diesel","Granddaddy Purple","Sweet Skunk x Jack Heurer"
10170193335,"Bio diesel ","Scooby snacks","Jack frost"
10168795326,"Trainwreck","Sweet Skunk Jack","Killer Queen"
10168741975,"Og","Sour","Kush"
10168703624,"Lemon ","Me clea n",""
10168633491,"Girl scout cookie","Master lemon kush","Berry white"
10168596483,"Jack Cookies","Big City Lights","Skywalker Kush"
10168553663,"GG4","GSC","Alien Kush"
10168169939,"Sativa","Indica","Auto Flower "
10168000728,"Cbd 1:1","Any indica","Moonshine haze"
10167813084,"Sweettooth","Facewreck","Fruity pebbles kush"
10167716036,"Sour Diesel","Haze","Blue Dream"
10167632552,"Cbd","",""
10167417222,"Linguist","Clementine","Buddha's Sister"
10167303076,"Gorilla glue","Master kush",""
10167130854,"Silver haze","Blue dreams","Other Sativa heavy hybrids"
10166956961,"Strawberry Haze","Green Crack","Rosetta "
10166941347,"Strawberry Cough","Mimosa","Sour D"
10166791366,"indica","",""
10166785910,"Herijuana ","",""
10166774106,"Chad Bud","Acapulco Gold","Creeper"
10166738513,"Bruce Banner","Holy Grail 69","Blue Dream"
10166704081,"Gummies ","Smoke","Cream"
10166676707,"Amnesia Haze","Facewreck",""
10166619682,"CBD/THC 1-1","",""
10166567441,"no fav","",""
10166549801,"white widow","Dr. who","Big bud"
10166521631,"grapefruit","lemon diesel","Durban Poison"
10166518301,"Blue Dream","Green Crack","Bordello"
10166513618,"pineapple express ","white widow","sativa"
10166497491,"trainwreck","",""
10166425536,"don't know","don't know ","don't know "
10166265569,"Sativa","Indica","Sativa indica hybrids "
10166135661,"?","?","?"
10166125436,"Whatever is available","",""
10166114652,"indica","hybrid","sativa"
10166095333,"Train Wreck","White Widow","Blue Dream"
10166087981,"Sour diesel","Blue dream","White widow"
10166070277,"???","???","???"
10165633718,"Gg4","Diesel","Pbk"
10165361462,"Not sure.","Not sure.","Not sure."
10164959655,"Flo","Sour Diesel","Lemon Skunk "
10164915493,"Blue Dream","Pineapple Chunk","Tangerine Haze"
10164798083,"Sweet tooth","1:01","Blue dream"
10164556386,"Blue OG","Purple Kush","Gorilla Glue #4"
10164188167,"northern lights","gorilla glue","blue dream"
10164134618,"Grease monkey","Kilamanjo",""
10163869931,"Northern lights","Pineapple express","Caramelicious"
10163740738,"Acdc","Buddah sister","Master kush"
10163300389,"3D-3","3D-6","OG Kush"
10163162820,"none","none","none"
10163112692,"Sour diesel","Gg #4",""
10162070194,"Cinderella","Lemon Jeffrey","Bio Diesel"
10161752939,"Sweet Tooth","Facewreck","White Rhino x Bubba"
10160586191,"Madgirl","Citrix","Gummy Bear"
10160356483,"unk","unk","unk"
10160136536,"Gorilla glue","las vegas buba kush","girl scout cookies"
10160094020,"Grease Monkey OG","Lemon Haze",""
10159981972,"Mayflower ","Blue dreams","10 fold"
10159689338,"Sour diesel","Buddha’s sister","Grape god"
10159485373,"bask blend","bubbak","lemon jeffrey"
10158941676,"Mother of Berries","GG4","Grape God"
10158853744,"Blue berry","Sour purple desle","White widow"
10158359541,"Strawberry Fields","Black D.O.G.","Grand Daddy Purp "
10158222964,"White Widow","Super Lemon Haze","Full Metal Jacket"
10157400539,"I never pay attention to names only content","",""
10157258093,"indica","",""
10157075071,"white fire OG ","golden lemons","northern lights"
10157054455,"don't have","don't have","don't have"
10156749143,"ACDC","Buddha's Sister","Poet's Walk "
10156731649,"GG4","SweetTooth","Facewreck"
10156543135,"Sacari","Buddha's Sister","Melodious Funk x Jack Herer"
10156521325,"Lemon Jeffery","Og kush","Grape god"
10156516032,"Strawberry Pebbles","Jack Herrer","Blue Dream"
10156505734,"Strawberry Pebbles","Killer Queen","Jack Herrer"
10156488891,"Sour Tangy","Chem blends","Jack blends"
10156466084,"Trainwreck","Jack Pine","Hindu Kush"
10156427369,"Cotton Candy","Durban","Jackhare "
10156164985,"GC","Master Kush","ChemDog"
10155895979,"Cherry Pie","XJ13","Blue Dream"
10155131414,NA,"",""
10154976508,"Blue Dream","Shark Shock","Critical Kush"
10154763373,"face wreak","",""
10154740794,"Train wreck","Strawberry cush","Purple haze "
10153982482,"Moonshine Haze","Cali O","Ghost Train Haze"
10153928489,"Durban Poison","Girl Scout Cookies","Tangie Kush"
10153874491,"1 to 1","Hybrid","Stativa"
10153797292,"Buddha's sister","Sour diesel","Kush"
10153739906,"White Rhino×Bubba","GG 4","Blue Dream"
10153580627,"Tangle ","Mickey Kush","OG Kush"
10153507665,"Sativa","Indica","Hybrid"
10153479989,"Green crack","Sour diesel","Blue dream"
10153403072,"Blue Dream","Star Killer","Platinum Cookies"
10152987696,"Chocolope","Grandaddy purp","GSC"
10152934544,"I dont have a favorite","",""
10152847985,"White Widow","Fruity Indicas","Master Kush"
10152846051,"White Widow Auto","Easy Rider",""
10152780535,"Acdc","Sour tsu x cat kush","3d cbd"
10152754819,"Clemintine","Killer Queen","Gelato"
10152080971,"high thca hybrids","",""
10152074391,"Blue dream","Ghost train","Any sativa"
10151593500,"Buddha's Sister","White Lotus","Purple Jack"
10151592531,"OG Kush","Gorilla Glue","Lemon Haze"
10151540038,"Flo OG","Jack Frost","Bruce Banner"
10151425971,"Face wreck","Gorilla glue","Killer Queen"
10150959951,"OG Cush ","Girl Scout Cookie","Blue OG"
10149690562,"Northern Lights","Sour Diesel","Durban Poison"
10149612681,"Chemdawg","Sunburn","Tangerine Haze"
10149452852,"Sour Diesel","Citrix","Bubba OG"
10149116440,"Sweet Tooth","White Widow","Girls Scout Cookies"
10148937663,"Indica","Sativa","Combination of indica & sativa"
10148289731,"Gorilla Glue #4","Lemon Jeffrey","Chem Dawg"
10147353916,"Ghost Train Haze","GG #4","Buckeye Purple"
10147285271,"Berry Gelato","Trainwreck","Fire"
10147209030,"Manderian Dreams","GG #4","Lemon Jeffery "
10147185169,"Blue dream","ACDC","GSC"
10147173145,"og kush","",""
10147172908,"Hashplant","OG 99","Slk x skunk"
10146296373,"Blue dream","Kush","Anything indica"
10146273078,"Chem Dawg","Jack FRost","GG#4"
10146235500,"JACK PINE","Bubba x C99","Durban OG"
10146160169,"Extreme cream","Double tangie banana","Double stuffed"
10146146224,"Jack frost ","Sativas","Gorilla glue "
10146124602,"Flower","",""
10146039671,"Green crack","Sweet skunk","Master kush"
10145906026,"sour D","sativa","high bred"
10145856040,"GG#4","GSC","chocolate oranges "
10145627229,"Girl Scout ","Berry white ","Shark tooth "
10145589686,"GG","Sweet tooth","Gelato"
10145567578,"Bruce banner #3","Cannalope haze","Jack herrera"
10145514597,"facewreck ","herijuana","flo og"
10145264898,"White Widow Skunk","Deep Chunkolate","Bruce Banner"
10145264541,"Bruce Banner","CBD","GG4"
10145094441,"Blue dream","Lemonchello","GG4"
10144788354," Northern Lights","Grand Daddy Purple","Pennywise"
10144768270,"GG#4","Snazzleberry #3","SLK/Jack"
10144588236,"Transdermal patch","Watermelon fruit drops","Iced tea"
10144541871,"Blue Dream","Girl Scout Cookies","Blue Cookies "
10144534987,"Bruce Banner","Dourban poison","Headband"
10144506582,"pure kush","blue dream",""
10144486255,"GDP","MK Ultra","Lemon Meringue Pie"
10144481063,"Facewreck ","Moonshine haze","Any hybrid "
10144348609,"Poets Walk","Mimosa","Lavendar/?"
10143929046,"Chem Dawg","Bubba Kush","High Times (Tahoe Kush hybrid)"
10143906427,"GG4","Peak","Fade"
10143866911,"Blue Dream","Grape God","Sweet Tooth"
10143858890,"sour diesel","granddaddy purple","bubblegum "
10143785163,"Master Kush","cookie pebbles","Afghani"
10143691454,"Sacari","Jack white lotus","Poets walk"
10143614917,"Gg#4","Flo","Sweet tooth"
10143284849,"Afghan","Skunk","Northern lights"
10143278634,"Wonder woman","Citrus sap","C99"
10143179433,"Star 91 #8","sweet tooth","sour diseil"
10143136866,"Blue Dream","Sour Diesel","Berry Gelato"
10143109892,"Moonshine haze","Lemon ice","Gelato"
10143088122,"Schnazzleberry","Killer queen","Clementine "
10143077190,"Jack Pine","Clementine ","Grapefruit x Chem D"
10143056609,"Serious Happiness","GG #4","Chem Dog"
10143041238,"Pot of Gold","Shark Shock","GSC"
10143029353,"None ","None ","None "
10142993231,"Buddha's Sister","Flo","Bruce Banner"
10142966617,"Northern lights ","Gorilla glue","Killer Queen"
10142950045,"Sweet Tooth ","GG#4","Blue Dream"
10142947535,"GG4","GSC","Homegrown kush variety"
10142940938,"Sour Tsunami ","Hurricane","Facewreck"
10142868860,"Girl scout cookie","xj13","Trainwreck"
10142861804,"Critical OG","Jack Herer","Blue Dream"
10142795363,"Kush","GG 4","Sour Tsunami "
10142762492,"maes Cannatonic","Harlequin","Big Bud"
10142756565,"Trainwreck","Gg#4","Facewreck"
10142731921,"Berry gelato","White rhino","Blue dream"
10142730928,"Blue Dream","Humbolt Country","White Widow"
10142729007,"GG#4","Sweat Tooth","Bruce Banner"
10142718218,"Shark shock","White lotus x jack","Jack pine"
10142712564,"Sativa","Hybrid","Indica"
10142701054,"Sweet tooth","GG#4","Killer queen"
10142699153,"GG#4","Sweet Tooth","Fire OG"
10142697202,"Kush","Haze","CBD-heavy"
10142697139,"Fire OG","Blue Dream","Clementine"
10142691158,"Buddha’s Sister","Citrix",""
10142680604,"N/A","N/A","N/A"
10142645727,"GG#4","Melodious Funk x Jack","Girl Scout Cookies"
10142625629,"Bruce Banner","Sweet tooth","Lee Roy"
10142620624,"Platinum bubba kush ","Banana kush ","Blueberry "
10142608773,"Girl scout cookie ","Gorilla glue","Northern lights"
10142608136,"Wedding cake","Lemon ","Fruit loop "
10142605029,"Og kush","Sour  Diesel","Gorilla glue"
10142603713,"CBD","",""
10142603260,"GG#4","Sweet tooth ","Anything purple "
10142601611,"Indica ","Sativa ","Hybrid "
10142600591,"Gorilla Glue #4","Moonshine Haze","Girl Scout cookie"
10142598571,"Tangerine Haze","GG#4","Bruce Banner"
10142597211,"Gorilla Glue","Buddha's Sister","Monster Kush"
10142594482,"Blue Dream","Facewreck",""
10142594370,"Sour diesel ","blue dreams","Goji og"
10142594072,"Buddha’s Sister ","GSC","Facewreck"
10142453509,"Black dog","Mandrin dream","Lemon jeffery"
10142388213,"Sour diesel","Og kush","Blue dream"
10142214540,"girl scout cookie ","mimosa ","jilly bean "
10142134805,"Tangerine Haze","Hurricane","Jack Pine"
10141275570,"Bruce Banner","GG4","Strawberry Fields"
10141267339,"I don't know","Can't tell much difference","All the same to me"
10140845616,"Nepali temple","Clementine","Killer Queen"
10140592522,"n/a","n/a","n/a"
10140183753,"Strawberry cough/// mood enhancer","Train wreck /// pain relief","Grape ape /// sleep aide"
10139132658,"Og kush","Lavender","Cheese"
10139120406,"Sweet Tooth","GG4","Flo"
10139061871,"Bruce Banner","Flo","Jack Frost"
10138940954,"Na","Na","Na"
10138931674,"Don’t know","",""
10138814442,"Mr. Clean","Black Mamba","Highwayman"
10138761669,"Sour Tangie","Citrique ","Double Black Domina"
10138747058,"Blissful Wizard","Trainwreck","Chocolate OG"
10138701567,NA,NA,NA
10138444251,"Flo","Spur diesel","Gassy ogs"
10138269829,"Blueberry","Cannatonic","Blue Dream"
10138213019,"og kush","chemdog","sour diesel"
10138204803,"?","?","?"
10138138429,"dont know","dont know","dont know"
10138105716,"Swamp Thing #7","Herijuana","Blue Sunshine"
10138030915,"AK 47","White Widow","Bubblegum"
10138000107,"Hybrid","Sativa","Indica"
10137991954,"Domnesia","Facewreck","ACDC"
10137952529,"Gorilla Glue","Green Crack","Gellato"
10137922390,"Barcelona ","Grand daddy purple","Taffie"
10137921188,"Snow Lotus","Super Skunk","Mandarin Dreams Stormtrooper #2"
10137894296,"lemon merange","",""
10137889771,"NY Diesel","Wonder Woman",""
10137880777,"Blue dream","Girl scout cookies","Cush"
10137849877,"Bruce Banner","Face wreck","Sweet Tooth"
10137267705,"AK-47","Big Bud","Chocoloupe"
