"id","Strain 1","Strain 2","Strain 3"
10168795326,"Trainwreck","Sweet Skunk Jack","Killer Queen"
10168169939,"Sativa","Indica","Auto Flower "
10167130854,"Silver haze","Blue dreams","Other Sativa heavy hybrids"
10166676707,"Amnesia Haze","Facewreck",""
10166619682,"CBD/THC 1-1","",""
10166513618,"pineapple express ","white widow","sativa"
10164915493,"Blue Dream","Pineapple Chunk","Tangerine Haze"
10164798083,"Sweet tooth","1:01","Blue dream"
10163300389,"3D-3","3D-6","OG Kush"
10163112692,"Sour diesel","Gg #4",""
10161752939,"Sweet Tooth","Facewreck","White Rhino x Bubba"
10160094020,"Grease Monkey OG","Lemon Haze",""
10158359541,"Strawberry Fields","Black D.O.G.","Grand Daddy Purp "
10156543135,"Sacari","Buddha's Sister","Melodious Funk x Jack Herer"
10153580627,"Tangle ","Mickey Kush","OG Kush"
10149690562,"Northern Lights","Sour Diesel","Durban Poison"
10149116440,"Sweet Tooth","White Widow","Girls Scout Cookies"
10147353916,"Ghost Train Haze","GG #4","Buckeye Purple"
10146324196,"ATF","",""
10146296373,"Blue dream","Kush","Anything indica"
10145627229,"Girl Scout ","Berry white ","Shark tooth "
10145264541,"Bruce Banner","CBD","GG4"
10144768270,"GG#4","Snazzleberry #3","SLK/Jack"
10143278634,"Wonder woman","Citrus sap","C99"
10143179433,"Star 91 #8","sweet tooth","sour diseil"
10143136866,"Blue Dream","Sour Diesel","Berry Gelato"
10143109892,"Moonshine haze","Lemon ice","Gelato"
10143056609,"Serious Happiness","GG #4","Chem Dog"
10142697139,"Fire OG","Blue Dream","Clementine"
10142600591,"Gorilla Glue #4","Moonshine Haze","Girl Scout cookie"
10142598571,"Tangerine Haze","GG#4","Bruce Banner"
10138932667,"hybrid","sativa","indica"
10138814442,"Mr. Clean","Black Mamba","Highwayman"
10138747058,"Blissful Wizard","Trainwreck","Chocolate OG"
10138444251,"Flo","Spur diesel","Gassy ogs"
10138000107,"Hybrid","Sativa","Indica"
10137952529,"Gorilla Glue","Green Crack","Gellato"
10137880777,"Blue dream","Girl scout cookies","Cush"
10135185924,"Chocolate Oranges","Maui Wowie","Amnesia Haze"
10134959359,"Bio deisel","Princess","Grape"
10134812473,"Jack Frost","GG#4","The Guice"
10134672044,"Bruce Banner","Bio Diesel","Blue Dream"
10134444954,"Lemon Jeffery","GG X FPOG","Bio-Diesel"
10133552929,"Chemdawg","Sour diesel ","Gorilla glue"
10133313827,"Gg4","Chuck og","Sour desiel"
10132648660,"Ghost Train Haze ","Blue Dream","Facewreck"
10132020171,"Buddha's Sister","Bruce Banner","Durban Poison"
10131449748,"CBD 1:1","CBD 4:1","OG CUSH"
10131218652,"Lemon meringue ","Bruce Banner","Golden Goat"
10131213551,"indica","sativa","hybrid"
10131197986,"las vegas bubba kush","Bruce banner","Longs peak blue "
10129774081,"Ghost train haze","Pineapple Express ","Cherry Pie"
10129670801,"Pink Lemonade","Platinum Wreck","Alien OG"
10129650193,"Tangie","Blueberry pie","Highwayman"
10129462723,"Bio Deisel","Blue OG","Gorilla Glue"
10129169941,"Gg#4","Tangerine ","Girl scout cookies"
10129096589,"Cookie Pebbles","Sunset Sherbert","Blueberry Cookies "
10128728196,"Facewreck","Moonrise","Blueberry"
10128457377,"Blissful Wizard","Durban Poison","Blue Dream"
10128186756,"Inica","Indica","Hybrid"
10127654232,"Me.Clean","Lemon","Highwayman"
10127475954,"Sour Diesel","Girl Scout Cookies","Night Nurse"
10127441384,"Sour Diesel","Longs Peak Blue","Gorilla Glue "
10127325380,"Skywalker Kush","Highwayman","White Widow"
10127186413,"OMG","Diesel","Indica"
10127178776,"Sativa","",""
10127174778,"Lemon meringue","Grape god","Pure sativa vape"
10127157053,"Orange Harambe","Do So Do #22","Tangie"
10127155395,"Acapulco Gold","Blue Dream","Sour Diesel"
10126818130,"Holy Moly ","GDP","Cheese"
10124310683,"Doesnt matter","Doesnt matter","Doesnt matter"
10124217943,"Sour diesel","Chemdog ","Pineapple Express "
10122454581,"Chem Dawg","GSC","Tangerine Haze"
10120129559,"Super Silver Haze","Cookies and Cream","Granddaddy Purple"
10120117922,"Moonrise","Grape God","Citrique"
10120110022,"Lemon Meringue ","Blue Dream","Durban Poison"
10120098470,"Moonrise","Do-Si-Do","Sour Kush"
10120091371,"Headband","Haze","Jack Herer"
10120087322,"Lemon Meringue","Highway Man","Mr Clean"
10120029854,"chocolate cream","",""
10119119506,"Sunset sherbert ","Sour diesel","Phantom cookies"
10115753806,"Grape god "," Cookies and cream ","Light saber "
10114292630,"Night nurse ","Peach puree","Purple haze"
10114088770,"GG#4","LVBK","JillyBean"
10113037295,"Sunshine Daydream","Mother of Berries ","Blueberry "
10109468243,"Green crack ","Sapphire kush ","Durban Poison "
10104860194,"Hshsj","",""
