"id","Strain 1","Strain 2","Strain 3"
10166676707,"Amnesia Haze","Facewreck",""
10166521631,"grapefruit","lemon diesel","Durban Poison"
10166135661,"?","?","?"
10166087981,"Sour diesel","Blue dream","White widow"
10166086781,"home grown","",""
10165480771,"Purple Haze","Indicol B","Gorilla Glue"
10164798083,"Sweet tooth","1:01","Blue dream"
10164188167,"northern lights","gorilla glue","blue dream"
10159689338,"Sour diesel","Buddha’s sister","Grape god"
10157400539,"I never pay attention to names only content","",""
10156749143,"ACDC","Buddha's Sister","Poet's Walk "
10156731649,"GG4","SweetTooth","Facewreck"
10156488891,"Sour Tangy","Chem blends","Jack blends"
10156466084,"Trainwreck","Jack Pine","Hindu Kush"
10156427369,"Cotton Candy","Durban","Jackhare "
10153982482,"Moonshine Haze","Cali O","Ghost Train Haze"
10153928489,"Durban Poison","Girl Scout Cookies","Tangie Kush"
10153580627,"Tangle ","Mickey Kush","OG Kush"
10152074391,"Blue dream","Ghost train","Any sativa"
10147173145,"og kush","",""
10146160169,"Extreme cream","Double tangie banana","Double stuffed"
10145856040,"GG#4","GSC","chocolate oranges "
10145514597,"facewreck ","herijuana","flo og"
10144588236,"Transdermal patch","Watermelon fruit drops","Iced tea"
10144534987,"Bruce Banner","Dourban poison","Headband"
10144506582,"pure kush","blue dream",""
10143691454,"Sacari","Jack white lotus","Poets walk"
10143614917,"Gg#4","Flo","Sweet tooth"
10142993231,"Buddha's Sister","Flo","Bruce Banner"
10142795363,"Kush","GG 4","Sour Tsunami "
10142762492,"maes Cannatonic","Harlequin","Big Bud"
10142718218,"Shark shock","White lotus x jack","Jack pine"
10142699153,"GG#4","Sweet Tooth","Fire OG"
10142691158,"Buddha’s Sister","Citrix",""
10142594482,"Blue Dream","Facewreck",""
10142594072,"Buddha’s Sister ","GSC","Facewreck"
10142214540,"girl scout cookie ","mimosa ","jilly bean "
10141275570,"Bruce Banner","GG4","Strawberry Fields"
10138761669,"Sour Tangie","Citrique ","Double Black Domina"
10138747058,"Blissful Wizard","Trainwreck","Chocolate OG"
10138269829,"Blueberry","Cannatonic","Blue Dream"
10138213019,"og kush","chemdog","sour diesel"
10136711414,"Jack Pine","WhiteRhino x Bubba","Cookie Pebbles"
10135356461,"Ghostrain haze","Durban","Strawberry pebbles"
10134672044,"Bruce Banner","Bio Diesel","Blue Dream"
10133805034,"lemon jeffrey","Grandpa's Breath","Grape God"
10133620417,"Grand Daddy Purple","Master Kush","Jack Herrar "
10133562078,"Northern lights","Blue dream ","Green crack"
10133294854,"Las Vegas bubba kush","Road kill skunk ","Bio Diesel"
10132944471,"Snowland","Gorilla glue","Chemdog"
10132796279,"lemon merigne","star dawg","mr. clean"
10131883157,"Indica","Indica","Indica"
10131680927,"GG4","Grape God","Nite Nurse"
10131630769,"Sweet tooth","Blueberry ","Facewreck"
10131629272,"Ghost Train Haze","Buddha's Sisters","Bootylicious"
10131268897,"unsure","unsure","unsure"
10131242201,"any kush","gorrilla glue","GSC"
10131242010,"sour tsu","sweet tooth ","gdp or ktdawg"
10131233475,"Highwayman","Sour diesel","Lemon meringue "
10131197878,"Not sure","Not sure ","Not sure"
10131149670,"Gorilla glue","Tres sister","Bio deisel"
10130042878,"Harlequin ","Tangie","MOB"
10129721114,"GG4","GRAPE GOD","NITE NURSE"
10129619157,"Sour Diesel","Jillybean","Blue Cheese (or Dream)"
10129485910,"Hawaiian Spice","Flo OG","Lemon Alien"
10129124458,"Durbin poison","Grape God","Girl Scout cookies"
10128767761,"Don't not know","",""
10128457377,"Blissful Wizard","Durban Poison","Blue Dream"
10128138430,"Super lemon haze","Pineapple Express ",""
10127960438,"StarDawg","Gorilla Glue","KT Dawg"
10127918275,"blue dream","grand daddy purp","amnesia haze"
10127840609,"Peach Puree","Sour Diesel",""
10127793457,"black d.o.g.","night nurse","blue dream"
10127657862,"peak","float",""
10127496364,"Domnesia","Gg","Chemdawg"
10127475954,"Sour Diesel","Girl Scout Cookies","Night Nurse"
10127464855,"Bio Diesel ","Bubba Kush ","Sour Diesel"
10127410003,"Moonrise","Hurkle ","Granddaddy purple"
10127389359,"Sweet Pink Grapefruit","Purple Chem","Blue Dream"
10127374019,"lemon meringue","gg4","blueberry"
10127256002,".","",""
10127253546,"lemon meringue","tangie 2.1 CBD ",""
10127249141,"Grape Stomper","Grape God","Blissful Wizard"
10127222916,"pomegranate blueberry (indica cartridge from Neta) ","OG Kush","chem dog "
10127220039,"Lemon kush","Blue cheese ","Og kush"
10127199021,"Grease Monkey","GSC","Tangie"
10127171612,"Sour diesel","Mimosa","Mother of berries"
10127160872,"Face wreck ","Brucebanner","Meltdown "
10126818130,"Holy Moly ","GDP","Cheese"
10126315016,"Candyland","Green Crack","Trainwreck"
10125565226,"Rainmaker","Mandarin Orange Chicken","Durban Poisin"
10125413527,"cookies & cream","lower THC strains","lower THC strains"
10125280005,"Blue Dream","Northern Lights","Cindy 99"
10125239383,"blue dream","",""
10124412268,"Lemon Haze","Jack Herer","Headband"
10124378453,"Still","Searching","For a favorite "
10124256768,"Jack Herer","G13","Master Kush"
10124250123,"Buddha sister ","",""
10123609822,"Sunshine Daydream","Mimosa","Peach puree"
10121675492,"GG4 - Indica","  ChemD","All Indica strains"
10120946731,"Bruce Banner","Green Crack","Sunshine daydream"
10120474217,"Lemon Meringue ","Super Lemon Haze","Kosher Tangie "
10120029854,"chocolate cream","",""
10118545790,"Grape God","Lemon Jeffrey","Peach Purée "
10118350185,"Bio Diesel","Gorilla glue",""
10117867617,"GG4","Blue Dream","Bio Desiel "
10117478255,"Cannatonic","Blissful Wizard","Pineapple Express"
10116561460,"Buddha’s Sister","Bubba Kush ","Blueberry"
10114267357,"GSC","Bullfighter","Blue OG"
10113809878,"THC 5 mg gummies","10mg CBD capsule ",""
10113129257,"Grape God","Lemon Jeffery","Night Nurse"
10113111202,"Just use edibles","",""
10113110847,"Night Nurse","O.G.Kush","Night Train"
10107352967,"Grape God - Bask","Super Lemon Haze ","Purple Haze "
10104651807,"AK-47","CHOCOLOPE","BIG BUD"
