"id","Strain 1","Strain 2","Strain 3"
10256752506,"Blue dream ","Tri wifi","Mimosa"
10256517627,"Flo OG","",""
10256255317,"GOD FATHER OG","CHEMDAWG","ROYAL-BLUEMATIC"
10255028590,"Magic Beans ( beta carophyleene) ?","Magic Beans ;-) ","Platinum OG"
10253887260,"blue dream","purple kush","kush dawg"
10253881475,"sour diesal","grape street","black mamba"
10253880384,"Sour diesle","Ggg","Tangie"
10253635749,"n/a","n/a","n/a"
10250278548,"Sour diesel","Star killer","Chocolate oranges"
10249990238,"Cheese","Grapefruit","Purple Haze"
10249664681,"Sour Diesel","Green Crack","GG4"
10248976030,"Bubble Gum","Hemlock","Hash"
10248394143,"Don’t know","",""
10247895568,"I have not been provided an option to even choose","I have not been provided an option to even choose","I have not been provided an option to even choose"
10247692900,"Glorilla Glue","Lemon Squeeze","Anytime cbd tinture"
10247119003,"Deep chunkolate","Black triangle kush","Blue dream"
10246614299,"Melodious funk&jack","Mt.tom",""
10246287865,"Lemon ","queen","strawberry pebbles "
10246062891,"Sour D","Pineapple Trainwreck","Green Crack"
10243813684,"I don't know","just learning about cbd",""
10243585697,"Sour disesl","Strawberry fields","Lemon meringue "
10241027129,"Any Indica","",""
10240742122,"Pelham kush","Ba ba kush",""
10239513823,"Blackberry ","Northern Lights","Maui Waui"
10239109393,"Kush","Haze","20:01"
10238111177,"CBD","CBD","CBD"
10236223392,"Strawberry Diesel","Gorilla Glue #4","Harlequin"
10236014104,"Green crack","Strawberry banana","lemonade sour diesel"
10235888421,"green crack","gorilla glue #4","blue dream"
10235873040,"Blueberry og","",""
10235861140,"Because I buy non-regulated, I'm not always sure what my strain is.","Northern Lights","Cherry Pie"
10235746652,"dont know the strains","",""
10235638327,"Indica","Sativa",""
10235412173,"1","",""
10234243108,"White Widow","Maui Wowie","Purple Trainwreck"
10234227563,"Wappa","Sage 21","Kush 4"
10234107777,"Thunderstruck","Gorilla Glue #4","Bubba Fett"
10233946587,"Tangerine Haze","Master Kush ","Sweet tooth"
10233901115,"Boaty McBoatface(CBD Medihaze)","Bakerstreet(Hindu Kush)","Lemonskunk(DNA Genetics)"
10233663249,"indica","",""
10233619569,"Critical mass","blue dreams","El Fuego"
10233407885,"canntrust cbd oil","hydropothicary thc elixer spray","tweed strangelove "
10233370591,"Lemon og","Cosmic glue","Jack herer"
10233315156,"tcp","",""
10233274468,"bluedream","critical mass cbd","harlequin"
10233153110,"Skywalker Kush","MOB","Blueberry"
10233142044,"White Widow","Cannatonic","Super Lemon Haze"
10233094381,"Pennywise","Green Crack","White Widow"
10232898612,"Jellybean","White widow","Huckleberry"
10232773585,"Indica","",""
10232619769,"Sour d ","Chem dawg ","Your mama"
10232561621,"Blue Dream","CBD Punch","Lucky Charm"
10232503546,"Obama Kush (high pain)","Sweet Island Skunk (low pain/mood lifter)","AcDc (Fibro maintenance)"
10232360437,"Indica/Indus (Ganja)","Indicus hybrid","""Triple G"" (Nevada dispensary)"
10232232344,"Indica","",""
10232035837,"Crew Shark with CBD (Indica with high CBD)","Mother Theresa (Indica with high CBD)","CannaTSRO1 (Indica with high CBD)"
10232009660,"Blue dream","Phantom cookies","Jack Harare "
10231913670,"CBD","CBD indica hybrid","Indica"
10231842260,"Hindu Kush","MK Ultra","Death Star"
10231654493,"Star cookie","Star killer","Chocolate oranges"
10231320543,"Blue Dream","XJ 13","Fire OG"
10231285230,"Mango ","Grand daddy purple ","Shiva  skunk"
10231071470,"deisel","king kong","die hard"
10231068611,"White harmony ","Gelato #33","Mag mile "
10231064575,"Kush ","Glue","Death"
10230820147,"Girl Scout Cookies","Gorilla Glue 4","O G Kush"
10230701658,"OG Kush","N. Lights","Blueberry Haze"
10230669640,"I do not know any strain names","",""
10230596390,"Blue dream ","Jack herer",""
10230571912,"I""m new","so this ","is unresearched"
10230530276,"Indica","Sativa",""
10230474596,"Train Wreck","Headband","Jack Herer"
10230431590,"indigo","sativa","mixed"
10230410378,"Don’t know, but via internet","",""
10230407442,"Indica","Sativa ","Nl1"
10230383445,"OG Kush","Panama Red","Acapulco Gold"
10230376575,"Still experimenting ","",""
10230346299,"Durban poison","Blue dream","Headband"
10230334342,"Indica","Hybrid ","Sativa"
10230326071,"sour kush","grandaddy purple","pineapple chunk"
10230318306,"CBD","",""
10230315461,"lemon walker","MOB","blue dream "
10230255552,"Do not use","",""
10230249825,"Star Kush","OG Kush","Northern Lights"
10230246660,"CBD:THC","INDICA","SATIVA"
10230236662,"Jilly Bean","Sour Diesel ","Lambs Bread"
10230234279,"Indica Purple Urkel","Indica Chronic Thunder","Indica Recon"
10230198078,"Blue Dream","Gorilla Glue ","Jack Herrer"
10230171943,"Indica","Indica","Indica"
10230167859,"Sativa","Not sure","Not sure"
10230112524,"Bubba Kush","",""
10230022114,"White widow","Super Lemon Haze","OG Kush"
10230014122,"Purple kush","Gorilla glue #4",""
10229975238,"Lemon Squeeze","Albert Walker","Gorilla Glue"
10229949182,"Sour diesel","Purple eater","Corn mash"
10229924394,"?","?","?"
10229883527,"Girl Scout cookies ","Jack Herer","Royal Gorilla "
10229862575,"Gorilla glue ","Willie Nelson ","Mango kush "
10229855762,"Cinex","Jillybean","Honey banana "
10229820907,"Holy Grial Kush","Tangie","NY Diesel"
10229782200,"Evelyn","Granddaddy Purple","Blueberry "
10229765765,"Diesel","White Widow","Skunk"
10229755208,"Serene","Calm","Soothe"
10229749100,"Pure Sativa","Pure Indica","Most Hybrids"
10229707932,"Granddaddy Purple Gdp Indica. ","Bubba Kush Bk Indica","Northern Lights Nl Indica"
10229687684,"Cannatonic","Jack Herer","Lemon cello "
10229684451,"Dosidos by Culta","Nom Nom","Flo"
10229680195,"L'Orange","Sour Diesel","Super Lemon Haze"
10229676773,"Girl Scout cookie","Bubble gum",""
10229670320,"Chocolope","Grape God","CBD"
10229649057,"Golden Goat","Blue Dream","Grape Ape"
10229633882,"Harlequin","Royal Kush","ACDC"
10229630948,"Don’t know","N/a","Na"
10229628331,"Diesel ","OG Kush","Buddah "
10229623103,"Gg4","Sweet tooth ","Chem"
10229621245,"AC/DC","Pre 98 Bubba Kush","Scout Cookies"
10229608780,"Purple urkle","Zkittlez ","Jack Herer "
10229605942,"Maple Trainwreck","Blue Cookies","Jilly Bean"
10229605070,"The Remedy (CBD)","Querkle (Indica dominant)","Blue Power (indica dominant)"
10229601010,"Jack harer ","Sour cookies ","Animal cookies "
10229590537,"Pineapple Express","Biscotti Kush","Lemon Haze"
10229566006,"n/a","",""
10229554391,"INDICA SATIVA HYBRIDS","INDICA","SATIVA "
10229534721,"Jack herer","blue dream","durban poison"
10229507895,"White Widow","Acapulco Gold","Skywalker"
10229502714,NA,NA,NA
10229502087,"Chem Dawg #4","Girl Scout Cookies","Afghani"
10229494604,"Bianca","Mangolicious","Jack Herer"
10229490194,"Bhudda","Mountain Berry ","Gorilla Glue "
10229486458,"Charlottes web ","Canatonic","Ac/dc"
10229477413,"Kush","Girl Scout Cookie","Gorilla Glue"
10229472013,"OG Kush","High CBD OG Kush","Sour Diesel"
10229467510,"Blue Cheese","Blue Dream","Gorilla Glue #4"
10229467101,"AC/DC","GSC",""
10229459581,"Irish grown, strain unknown","",""
10229453603,"Purple urple","Golden pineapple","Dutchberry"
10229451801,"lemon skunk","cindy 99","northern lights"
10229451186,"Girl Scout cookies","Gorilla glue ",""
10229450623,"Blueberry","Pineapple express","G2"
10229449766,"Indica","",""
10229449136,"GDP","1:01","Green Cush "
10229432345,"Chocolope","",""
10229426798,"Katsu Bubba Kush","Gorilla Glue","Cookie Pebbles"
10229408873,"Durban Poison","Cannatonic","Tahoe OG Kush"
10229404289,"Lemon skunk ","Lavender","GG"
10229397458,"sour diesel","blueberry cookies","blue dream"
10229396846,"Good Medicine","Harle","Tangie"
10229395392,"the","good","stuff"
10229388787,"Master Kush","GSC","Northern Lights"
10229370437,"Kush","",""
10229369078,"?","",""
10229357731,"Ilera Dream","Ilera Shine",NA
10229352625,"Lemon G","Durban Poison","Sherbert"
10229350099,"Any I get my hands on","",""
10229347523,"All","Of","Them"
10229334562,"? Use 3/4 CBD to 1/4 THC ","Full THC for high pain","1:1 CBD:THC "
10229332529,"Stavia","Hybrid","Cbd"
10229331171,"Platinum","AC/DC ","?"
10229325434,"Not sure","",""
10229317169,"24K","golden Banana","tangie"
10229310948,"LA Confidential","Durban poison","Chocolope"
10229308968,"Banana Kush","Durban Poison","Girl Scout Cookie"
10229305110,"ACDC","Doctor CBD","Hash Plant"
10229304627,"Indica","Sativa",""
10229304615,"I care much more","About cannabinoid and terpenes","Profiles, strain names are not a good indicator of anything I’ve found. "
10229301563,"I don't have a preference","I don't have a preference","I don't have a preference"
10229301530,"Katsu Bubba Kush","Blueberry Cobbler CBD","Sour Kush"
10229300055,"Girl Scout Cookies","Bruce Danner","Blue Dream"
10229291368,"Blue Dream","",""
10229285930,"Jack Herer","Purple Diesel","ACDC"
10229281307,"SATIVA","SATIVA","SATIVA"
10225562804,"Northern Lights","Grand Daddy Purp","Chocolate Oranges"
10223907822,"Sunset sherbert","Gods gift","Mother of berries cbd "
10223801994,"hybrid","hybrid","hybrid"
10220475020,"GG#4","Jack Frost","Facewreck"
10219430081,"Pineapple Express","Bio Diesel","KUSH any type"
10219185284,"Sour diesel","Moonrise","GSC"
10218215849,"kushberry","grandaddy purple","skywalker kush"
10217868533,"Gorilla Glue","Blueberry","Haze"
10217376832,"Lemon meringue ","Star dawg","Sundae driver"
10214140927,"Blue Dream","Green Crack","Sour Diesel"
10213810911,"Sweat tooth","Purple haze ","Anything good"
10213685358,"California Orange ","Gorilla Glue #4","Pink Panther "
10212896873,"Bubba Kush","Sour Diesel","Death Star"
10212670183,"Swamp Thing","Granddaddy Purple","Sour Sunset"
10211611510,"lemon meringue ","CBD and 1-1 ",""
10211434776,"chem dawg","chem dawg/cheese","sweet tooth"
10211143094,"Sour Diesel","God's Gift","Girl Scout Cookies"
10210916402,"Cannatonic","Critical + 2.0","Jack Herrer"
10210882547,"Black Raspberry","Gorilla Glue","Mimosa"
10210640265,"gg","chocolate oranges","3 chems"
10210561964,"GG","3 chems","Chocolate orange"
10207891021,"Sour Diesel","Chem Dawg","Hindu Kush"
10207729722,"GC #4","Lemon Meringue ","Mr. Clean"
10206473134,"na","na","na"
10205960203,"Sour Diesel","Vyb Boost","Girl Scout Cookies"
10203397138,"gg#4","durbin poison","sweet tooth"
10203196565,"Amnesia haze","Lemon haze",""
10202983474,"Green","",""
10201808150,"Chem dawg","Gorilla glue #4","Og kush"
10201740973,"Pink Kush","Do-Si-Dos","Wedding Cake"
10201076986,"green crack","grandadddy purp","headband"
10198548060,"Blue dream","Gelato","Sky walker"
10198112398,"Super Lemon Haze","Silver Mountain ",""
10198104111,"Tangie","Golden Goat ","Purps "
10197036879,"Chocalope","White Cindy","Lemon Haze"
10196553108,"Girl scout cookies","Sour diesel","jet fuel"
10196435492,"Blue Dream","Sweet Tooth","Girl Scout Cookies"
10196363510,"Lemon Jeffrey","Jilly Bean","Mimosa"
10195755785,"white widow","rasberry kush","sensi star"
10194492829,"MK Ultra","Laura Winslow ","Bubba Kush"
10194311177,"Gorilla glue","Og kush","Purple kush "
10194157007,"Golden Goat","Herijuana","Blueberry"
10193457250,"LSD","Tangerine Kush","Critical Kush"
10192995461,"Durban Poison","Medussa","Blackwater"
10192878974,"lemon skunk (DNA)","geleto","huckleberry kush"
10192810731,"Northern Lights","Girl Scout Cookies","Strawberry Kush"
10192727692,"BlackBerry White widow","Querkle","Gods Gift"
10192677147,"sour diesel","cush","indica"
10192638212,"Dr. White","Dawg Biscuit","OG Kush"
10192602117,"I","Dont","Know"
10192586963,"Sour Grape","N/A","N/A"
10192575549,"Sour Jack","Diesel",""
10192572679,"9 Lb Hammer","Grand daddy purple","Girl Scout Cookies"
10192556821,"Skywalker OG ","Gsc ","Obama kush"
10192552732,"Sativa","Indica","Na"
10192542738,"Sweet Island","Louie","Cotton Candy"
10192541090,"sativa","hybrid","indica"
10192518925,"Lemon Haze ","Candy Jack","Amnesia Haze"
10192513890,"Scooby Snacks","Mendo Breath","Afpak"
10192490652,"Citrix","Bruce Banner","Amnesia Haze"
10192489339,"Tahoe kush","Ting","Outerspace"
10192485669,"blueberry headband","montenuska thunderfuck","these names are so stupid, please, please, PLEASE change the naming of your strains, cannabis industry"
10192058859,"n/a","n/a","n/a"
10192041422,"Mandarin Jack","GG4","My Own"
10191915115,"Blue dream","Jack herer ","OG Kush "
10191743884,"Blue dragon","Northern lights","Something with a strong body high"
10191634878,"Blue Dream","Girl Scout Cookie ","Gorilla Glue #4"
10191618664,"Blue Dream","Granddaddy purple kush","Sour diesel "
10191616641,"Sour D","Unknown n/a","Unknown n/-"
10191499790,"no idea - I don't have enough knowledge to choose","",""
10191237902,"sour tangie","sapphire","mandarin cookies"
10190392230,"girl scout cookies","headband","purple urkel"
10189186912,"Snoop dog","Dutch dragon","Trainwreck"
10188835145,"Skunk ","White widow ","Durban poison"
10188821355,"Diesel","Hazel","Purple"
10188601839,"Girl Scout Cookie","Gorilla Glue","Lemon Meringue"
10188521969,"Have never purchased by strain","",""
10188478016,"Buddha's Sister","Heavenly Haze","Citrix"
10187571266,"Chem","Blue Dream","Jack"
10187563095,"Green crack","Gorilla glue","OG kush"
10187399811,"Blueberry","OG Kush","Any heavy Indica"
10187293378,"White rhino","Fruity pebble","Strawberry cheesecake"
10186736515,"Sour diesel ","White widow ","Blue dream"
10186281148,"Jack Herer","GSC","Mobsta (a local GSC x Dream Cookie Cake hybrid)"
10186078923,"sour diesel","jack herer","blue cheese"
10183761350,"Roadkill skunk","Lemon jeffrey","Bio diesel"
10182871285,"girl scout cookie","gorilla goo","flo og"
10182158425,"Blue dream ","Kush ",""
10180903610,"strawberry","blueberry","lavendar"
10180666815,"Sour diesel","Purple og","White widow"
10180657381,"blue dream","incense haze","kush"
10180291383,"Northern lights ","GG4","White widow"
10179920502,"Jack Herer","O R Kush","Black Mamba"
10179881172,"Blue dreams","Strawberry haze","Acapulco gold"
10179714310,"candy kush ","gorilla glue 4","purple lamborgini"
10179669534,"Gorilla Glue #4","Afgan Kush","OG Kush"
10179657355,"Tangerine","Pot of Gold","Jack Frost"
10179330306,"sativa","hybrid - sativa dominant","gorilla glue"
10179092808,"Blue Mystiq","Raspberry Cough","Super Silver Haze"
10178952613,"sativa strains","sativa dominant hybrid","sativa/indica 50/50 hybrid"
10178573973,"pennywise","purple chem","tangerine haze"
10178504083,"Star pupil","Bruce banner","Grape ape"
10178427378,"Silver Haze","Blue Dream","Bubblegum"
10177087872,"grease monkey #9","chem dog","Star Cookies"
10176933598,"Black Triangle Kush","Buddah's Sister","Cookies and Cream"
10176582087,"Las Vegas Bubba Kush","Girl Scout Cookies","Black Dog"
10176321017,"blue dream","train wreck","Black dog"
10176279610,"dont know","dont track","cant recall"
10176219723,"Just use edibles","",""
10175028993,"Sweet Tooth","GG #6","Berry Gelato"
10174392415,"Night Nurse","French Toast","Bruce Banner"
10174294235,"girl scout cookies","Swamp thing","Flo og"
10174274823,"Mimosa"," Grandaddy Purple ","OG Kush"
10174148051,"Sour Diesel","flo","master kush"
10171863955,"GSC","LVBK","Dakini Kush"
10171829091,"Not sure yet","See above","See above "
10171770881,"Green Crack","Cookie Pebbles ","Ectocooler "
10171530553,"Domnesia","Cambodia","Nigeria"
10171522285,"don't have any","all seem the same","not much difference"
10170370957,"Sativa","Indica","Hybrid"
10170264544,"Sour Diesel","Granddaddy Purple","Sweet Skunk x Jack Heurer"
10170193335,"Bio diesel ","Scooby snacks","Jack frost"
10168795326,"Trainwreck","Sweet Skunk Jack","Killer Queen"
10168777404,"Girl Scout ","AK-48","Any"
10168741975,"Og","Sour","Kush"
10168703624,"Lemon ","Me clea n",""
10168633491,"Girl scout cookie","Master lemon kush","Berry white"
10168596483,"Jack Cookies","Big City Lights","Skywalker Kush"
10168553663,"GG4","GSC","Alien Kush"
10168000728,"Cbd 1:1","Any indica","Moonshine haze"
10167813084,"Sweettooth","Facewreck","Fruity pebbles kush"
10167747571,"Sativa","Hybrid","Indica"
10167716036,"Sour Diesel","Haze","Blue Dream"
10167632552,"Cbd","",""
10167461882,"Purple Gorilla","Green Crack","Purple Urkle "
10167417222,"Linguist","Clementine","Buddha's Sister"
10167130854,"Silver haze","Blue dreams","Other Sativa heavy hybrids"
10166941347,"Strawberry Cough","Mimosa","Sour D"
10166816483,"og kush","girls scout cookies","lost coast og"
10166791366,"indica","",""
10166785910,"Herijuana ","",""
10166774106,"Chad Bud","Acapulco Gold","Creeper"
10166704081,"Gummies ","Smoke","Cream"
10166619682,"CBD/THC 1-1","",""
10166521631,"grapefruit","lemon diesel","Durban Poison"
10166518301,"Blue Dream","Green Crack","Bordello"
10166513618,"pineapple express ","white widow","sativa"
10166425536,"don't know","don't know ","don't know "
10166095333,"Train Wreck","White Widow","Blue Dream"
10166070277,"???","???","???"
10165633718,"Gg4","Diesel","Pbk"
10164959655,"Flo","Sour Diesel","Lemon Skunk "
10164915493,"Blue Dream","Pineapple Chunk","Tangerine Haze"
10164798083,"Sweet tooth","1:01","Blue dream"
10164556386,"Blue OG","Purple Kush","Gorilla Glue #4"
10164134618,"Grease monkey","Kilamanjo",""
10163869931,"Northern lights","Pineapple express","Caramelicious"
10163740738,"Acdc","Buddah sister","Master kush"
10163300389,"3D-3","3D-6","OG Kush"
10163295631,"?","?","?"
10163162820,"none","none","none"
10163112692,"Sour diesel","Gg #4",""
10162754933,"ACDC","Sugar Black Rose","Critical Kush"
10162070194,"Cinderella","Lemon Jeffrey","Bio Diesel"
10161752939,"Sweet Tooth","Facewreck","White Rhino x Bubba"
10160586191,"Madgirl","Citrix","Gummy Bear"
10160136536,"Gorilla glue","las vegas buba kush","girl scout cookies"
10159689338,"Sour diesel","Buddha’s sister","Grape god"
10159485373,"bask blend","bubbak","lemon jeffrey"
10158941676,"Mother of Berries","GG4","Grape God"
10158853744,"Blue berry","Sour purple desle","White widow"
10158359541,"Strawberry Fields","Black D.O.G.","Grand Daddy Purp "
10157861557," Gorilla cookies","Girl scout cookies","Sour Diesel"
10157258093,"indica","",""
10157075071,"white fire OG ","golden lemons","northern lights"
10156749143,"ACDC","Buddha's Sister","Poet's Walk "
10156731649,"GG4","SweetTooth","Facewreck"
10156543135,"Sacari","Buddha's Sister","Melodious Funk x Jack Herer"
10156521325,"Lemon Jeffery","Og kush","Grape god"
10156505734,"Strawberry Pebbles","Killer Queen","Jack Herrer"
10156488891,"Sour Tangy","Chem blends","Jack blends"
10156427369,"Cotton Candy","Durban","Jackhare "
10156164985,"GC","Master Kush","ChemDog"
10155895979,"Cherry Pie","XJ13","Blue Dream"
10155622562,"No favorite","",""
10153928489,"Durban Poison","Girl Scout Cookies","Tangie Kush"
10153874491,"1 to 1","Hybrid","Stativa"
10153797292,"Buddha's sister","Sour diesel","Kush"
10153739906,"White Rhino×Bubba","GG 4","Blue Dream"
10153580627,"Tangle ","Mickey Kush","OG Kush"
10153507665,"Sativa","Indica","Hybrid"
10153403072,"Blue Dream","Star Killer","Platinum Cookies"
10152987696,"Chocolope","Grandaddy purp","GSC"
10152754819,"Clemintine","Killer Queen","Gelato"
10152080971,"high thca hybrids","",""
10151593500,"Buddha's Sister","White Lotus","Purple Jack"
10151592531,"OG Kush","Gorilla Glue","Lemon Haze"
10151540038,"Flo OG","Jack Frost","Bruce Banner"
10151425971,"Face wreck","Gorilla glue","Killer Queen"
10150959951,"OG Cush ","Girl Scout Cookie","Blue OG"
10149690562,"Northern Lights","Sour Diesel","Durban Poison"
10149452852,"Sour Diesel","Citrix","Bubba OG"
10147353916,"Ghost Train Haze","GG #4","Buckeye Purple"
10147285271,"Berry Gelato","Trainwreck","Fire"
10147209030,"Manderian Dreams","GG #4","Lemon Jeffery "
10147185169,"Blue dream","ACDC","GSC"
10147173145,"og kush","",""
10147172908,"Hashplant","OG 99","Slk x skunk"
10146296373,"Blue dream","Kush","Anything indica"
10146235500,"JACK PINE","Bubba x C99","Durban OG"
10146160169,"Extreme cream","Double tangie banana","Double stuffed"
10146146224,"Jack frost ","Sativas","Gorilla glue "
10146124602,"Flower","",""
10145906026,"sour D","sativa","high bred"
10145856040,"GG#4","GSC","chocolate oranges "
10145589686,"GG","Sweet tooth","Gelato"
10145264898,"White Widow Skunk","Deep Chunkolate","Bruce Banner"
10145264541,"Bruce Banner","CBD","GG4"
10145094441,"Blue dream","Lemonchello","GG4"
10144788354," Northern Lights","Grand Daddy Purple","Pennywise"
10144768270,"GG#4","Snazzleberry #3","SLK/Jack"
10144541871,"Blue Dream","Girl Scout Cookies","Blue Cookies "
10144534987,"Bruce Banner","Dourban poison","Headband"
10144486255,"GDP","MK Ultra","Lemon Meringue Pie"
10143929046,"Chem Dawg","Bubba Kush","High Times (Tahoe Kush hybrid)"
10143906427,"GG4","Peak","Fade"
10143866911,"Blue Dream","Grape God","Sweet Tooth"
10143858890,"sour diesel","granddaddy purple","bubblegum "
10143785163,"Master Kush","cookie pebbles","Afghani"
10143691454,"Sacari","Jack white lotus","Poets walk"
10143614917,"Gg#4","Flo","Sweet tooth"
10143284849,"Afghan","Skunk","Northern lights"
10143215809,"Pure CBD","Blue dream","Idk"
10143136866,"Blue Dream","Sour Diesel","Berry Gelato"
10143109892,"Moonshine haze","Lemon ice","Gelato"
10143077190,"Jack Pine","Clementine ","Grapefruit x Chem D"
10143056609,"Serious Happiness","GG #4","Chem Dog"
10143029353,"None ","None ","None "
10142993231,"Buddha's Sister","Flo","Bruce Banner"
10142966617,"Northern lights ","Gorilla glue","Killer Queen"
10142868860,"Girl scout cookie","xj13","Trainwreck"
10142861804,"Critical OG","Jack Herer","Blue Dream"
10142795363,"Kush","GG 4","Sour Tsunami "
10142730928,"Blue Dream","Humbolt Country","White Widow"
10142729007,"GG#4","Sweat Tooth","Bruce Banner"
10142712564,"Sativa","Hybrid","Indica"
10142697202,"Kush","Haze","CBD-heavy"
10142697139,"Fire OG","Blue Dream","Clementine"
10142680604,"N/A","N/A","N/A"
10142645727,"GG#4","Melodious Funk x Jack","Girl Scout Cookies"
10142625629,"Bruce Banner","Sweet tooth","Lee Roy"
10142603260,"GG#4","Sweet tooth ","Anything purple "
10142601611,"Indica ","Sativa ","Hybrid "
